global_cluster2_ccf1_oni,global_cluster3_ccf1_oni,global_cluster3_ccf1_iod,global_cluster3_ccf2_oni,global_cluster3_ccf2_pdo,global_cluster3_ccf2_npgo,global_cluster4_ccf1_pdo,global_cluster8_ccf1_oni,global_cluster8_ccf2_pdo,global_cluster9_ccf1_oni,global_cluster10_ccf2_nao,global_cluster13_ccf1_pdo,global_cluster13_ccf3_pdo,global_cluster18_ccf1_nao,global_cluster20_ccf1_oni,global_cluster20_ccf3_oni,global_cluster22_ccf1_npgo,global_cluster23_ccf1_nao,global_cluster27_ccf1_oni,global_cluster29_ccf1_nao,global_cluster32_ccf3_nao,global_cluster36_ccf1_oni,global_cluster36_ccf3_npgo,global_cluster41_ccf1_oni,global_cluster42_ccf3_nao,global_cluster50_ccf2_oni,global_cluster53_ccf3_oni,global_cluster56_ccf2_oni
-0.166337311408993,-0.00061157177029821,-0.0108709753713251,0.0253084692147162,-0.0449483199253857,-0.0631674474987701,0.182438861448427,0.00115708660828895,-0.209030186621089,-0.031211317684818,0.0200631344342537,0.162546206779516,-0.0807442320110074,0.0372931121659207,-0.143957947587795,-0.000285245053594607,-0.000636417781094911,0.00674362306705106,0.163250476477836,0.0686818963668012,0.0561665870639224,-0.0914329425538236,0.0720861879793697,0.0902958366425561,-0.00316524691245891,-0.00514633248137896,0.113812590081069,0.132044628610028
-0.0143512902624728,-0.024550696560696,-0.0146478717036565,-0.0672344546294935,-0.0249896164123981,0.0546196648592894,0.0776721294712762,-0.12513373873488,-0.188848014235261,0.0661694626622658,0.0959891659904071,0.0820989947246178,-0.0273815401464036,-0.103062991172937,0.0743442350783546,-0.0556717093585856,-0.020934499204779,-0.0756017935979325,-0.0758352320335914,-0.0876685957429774,0.00898168864247401,0.0826144300497816,-0.0996794073022439,0.0410461835944033,0.172962598396928,0.24267952790082,0.00105425715299851,0.151321656211674
0.104164497335495,-0.0445912570141548,0.0476443344127816,0.133533658759138,0.0352724392302827,0.172916071843005,0.0258066937743908,0.128184627505455,-0.114554197483639,-0.0406067853009133,-0.108783817247804,-0.000500726146387968,-0.0736160983810463,-0.0234933564753697,0.0377799392069321,-0.0200094021652777,0.134018550691578,0.0586771970905336,-0.0615522861911242,0.0461629374312405,0.245661528557568,0.054146240066342,-0.192288698282822,-0.0589549956891842,0.0497885150026493,0.0049447962833476,-0.415724723491285,0.049165597321344
-0.17351713269194,0.0709335823777657,0.0310503448177708,0.144871587192159,-0.116917399104458,0.268567309356855,-0.00432197051932207,-0.00556590942089669,0.0148413102378279,-0.0319678123643842,0.0858452092083687,-0.0704043564222345,-0.169288690250032,-0.152135136731651,-0.206630177145182,0.0732398408563728,0.218186099484399,-0.277013830805605,0.19186691091546,0.1358836505956,-0.0468751452845785,-0.163327858156159,-0.278488221158518,-0.256478832324473,-0.0598602587946107,-0.126630951590826,0.0902249502111978,0.152276604123346
-0.154463929556258,-0.067862393546162,0.0952524853852528,-0.190009696526873,-0.408006221891041,0.320322395412074,-0.132376657382215,0.00325703745657352,0.274664828145395,-0.00914046155462074,-0.113327662921293,-0.168557858261363,-0.340377307675421,0.178717088708748,-0.319680717460315,-0.306231193453543,0.415515893546025,0.117457650621437,0.391427931884454,-0.139559183314094,-0.0813935789462985,-0.0798224397769209,-0.329184951062595,-0.25549448279489,-0.0142545829841598,0.0333238371303068,0.15061821562524,-0.0468008690196592
0.403704326044392,-0.273330048300637,-0.44141316546417,-0.646877289948671,-0.467038729903304,0.415471445691787,-0.413304900736649,0.440571164213654,0.409403724331047,-0.405249182781496,-0.150006328726773,-0.414367802671107,-0.460870906579585,-0.449992388076193,0.487427610000715,-0.478319386470615,0.320478909470881,-0.519942918440837,-0.207321042602771,0.544072219353294,0.43874622796041,0.484419693488432,-0.423353640951744,0.415655926350168,-0.420127165929541,0.32389706448724,-0.0122000603823869,-0.266037323166886
0.182788591200834,0.473965359523913,0.294677140006978,-0.295458830923067,-0.125944333393973,0.203808752445927,-0.099539073695458,0.256691684769334,0.0999130728666622,-0.232266138942368,-0.0264509664190461,-0.220127818801972,-0.169378981749719,-0.00189944825704479,0.60653696324824,0.181220665027149,0.0127248939427665,0.0895958143996329,-0.511078106781499,-0.101648476679237,0.0466027780491543,0.375174121347521,-0.477761182920746,0.333454639821938,-0.0402404591672299,-0.0416830172795892,-0.126176345444961,-0.419440437293463
0.0215900247331705,-0.0504724572335455,0.0238047979792385,0.203899808329164,0.202108059217888,-0.095046748808458,0.0509454529523054,-0.126642577482191,-0.0561493929400683,0.0857214222950431,-0.406368274520991,-0.0956667485592031,0.077220910597356,0.0827280766382122,-0.238609093820245,0.0865237860911408,0.0112367368898364,-0.134106617968793,0.253820897359711,0.114856370535953,0.0339430355977115,-0.385379075728234,-0.255549248697132,-0.192647038791174,-0.201694504657364,-0.511851379649621,-0.0917885012507102,0.218304005451512
0.0678280280604369,-0.0632461939247342,-0.0509196909079975,0.172646280997222,0.239065149212731,-0.266071823031765,0.127493293955589,-0.125478570272585,-0.147187851366538,0.125971471444722,-0.00720564897426944,-0.0708191633645654,0.119428529150552,-0.134221921770238,-0.153408124198771,-0.0719276287151944,-0.0885417051424176,-0.0767586590671229,0.0345516993310424,0.12226015314196,-0.054715656577061,-0.0969555707630955,-0.0910915425762903,-0.187574152943597,0.0763790271432054,-0.222189803594638,0.0623236915677629,0.156508256455866
0.095768878351465,0.0731896518340283,-0.0108291051752415,0.126734595053334,0.122550653177905,-0.39532010811894,0.139440383833271,-0.0438263362614981,-0.0582623670987432,-0.0378205913719506,0.0467288220175647,0.105086459710655,0.0538811009885106,-0.0405079740898587,0.0706072897105121,-0.163774071205667,-0.0101296261914419,-0.0062053560767348,-0.0404175321479325,-0.0323732868273103,-0.0371625652930344,0.236681073241475,0.19504929068886,0.0189069144832016,-0.0154231478124221,-0.0468809550520319,0.0348249985466363,-0.103676191654371
