pc.Variables,pc.Importance
ps,4.70195953269257
rlds,4.17999831861357
tasmax,4.14690055609677
tasmin,4.02662037557535
tas,3.49402282677416
pr,2.67183867220347
rsds,1.79593430202307
PC1,1.49261596074502
hurs,1.09503825968085
sfcwind,0.167069477122689
PC3,-2.85223101606649
