"","year","PC1","PC2","PC3","tas","hurs","pr","ps","rsds","rlds","sfcwind","tasmax","tasmin"
"1",1950,-11.7374380702481,2.53202449388232,8.78702195127394,260.147989376571,76.3283987414929,1.20763845008992e-05,98831.8805111434,106.466636391573,228.992127351983,5.32116545725238,264.036096439805,256.942482112914
"2",1951,15.3253444780568,-0.957196722491932,-3.89302864571037,261.384121917015,74.2291931921198,9.16884329832778e-06,98839.8529100048,109.543129558711,231.207363335661,5.37950529238974,265.283487009448,258.2210682418
"3",1952,4.96810907287711,-9.71261548131785,8.6365641211174,262.323807886405,76.047882420148,1.40129171442343e-05,98639.0191981589,102.003528166187,237.051904515703,5.360286609609,266.024331381155,259.188932670179
"4",1953,5.0260821991588,8.87084410620678,-0.507618576991276,262.87104951134,75.071921296822,1.04970846106965e-05,98629.9857376453,110.60744012049,237.297970113828,5.1379693048869,266.711461207663,259.62624270417
"5",1954,-3.82420658821486,9.5541052526358,-0.761611036343537,262.45136550785,74.6060865978862,1.13203790588229e-05,98681.6358406008,111.612549109052,234.590291104575,5.31319001016691,266.48876769783,259.0046330829
"6",1955,7.16932560090564,1.3560398459553,-3.49811986781699,261.643422622089,74.6475909772769,1.11303243260789e-05,98736.5695706153,108.347242680631,232.784141303957,5.2639496474303,265.495650476263,258.509928207989
"7",1956,-25.626154014372,-10.6239448817612,-13.3008197588553,260.295445582663,75.3255365209062,1.07654538100559e-05,98867.8907007025,111.875154022099,226.487273430639,5.30266958752344,264.331301962682,256.871637418289
"8",1957,9.18671190385559,6.22053720237421,2.03052676995414,261.210665444071,75.6942914474842,9.91730939770697e-06,98736.6767502422,111.7094134693,231.089408933654,5.36040680399237,265.142200026401,257.934355329173
"9",1958,2.70671967602106,10.3764152671148,-8.30143523204667,261.609225960665,76.3904185627782,1.23722580318185e-05,98898.2018229167,106.041680905246,233.505038416663,5.16017962934435,265.283135347588,258.485612203909
"10",1959,-14.9496239337698,1.36967085108221,7.90191434320752,261.101491528888,76.8863202324209,1.25563965967072e-05,98661.9592569041,106.62198227875,232.2264473198,5.33808348992074,264.913052699363,257.868423018345
"11",1960,-13.2443180912104,0.265752044496762,8.56644259299905,261.463064977365,76.3354437332745,1.36066131261934e-05,98770.109223595,101.998666319736,234.940334231354,5.3523778984713,265.25467504457,258.268293809521
"12",1961,-2.01813604419534,-3.31906122939053,-6.71616798273053,261.053930060808,76.3058873701465,1.24041848219053e-05,98760.0563680959,109.147012237431,232.843186755513,5.19119096079538,265.134399414062,257.663768620454
"13",1962,4.56177304981673,-4.70999471406147,-11.0868111386757,261.134883259618,75.5927730678588,1.05418315772902e-05,98858.6708605862,110.978865734366,229.046546847321,5.33283543725346,265.147289246552,257.79952804802
"14",1963,-4.83253853062101,-16.5668242049407,-8.76357613291243,261.551677910856,75.3088468063709,1.11346117607756e-05,98706.6073764535,110.510177774947,232.026211760765,5.40759689308876,265.548660574033,258.260638273964
"15",1964,-10.8752313943644,0.220694222637794,0.202036785569964,261.507364376571,74.9713493761166,1.00064730873754e-05,98563.5180474806,109.740375178729,231.599091995594,5.2227427931719,265.485132025194,258.146367509236
"16",1965,-2.61930764524848,-6.1827099244135,8.26792725168401,261.104331497074,75.6988254813261,1.03335922629469e-05,98714.6144773498,110.672796057176,230.546280557795,5.26565428066623,265.0778111894,257.728590351667
"17",1966,16.2392022001343,6.58979562114336,-7.15708626504821,262.278060380803,74.3011275594549,1.07633770203251e-05,98841.2802053052,110.109131110731,233.314079255097,5.2511897050133,266.16125801737,259.074721048045
"18",1967,10.4402343665494,-6.43083788211808,8.4285737207716,261.628014616264,75.713404426279,1.19279132610076e-05,98575.1950702519,110.401916548263,231.433642542639,5.42854254190312,265.691038678783,258.286029194677
"19",1968,-1.3208601463879,-2.33103627825632,9.91511742633827,261.766777097717,76.5519389514775,1.21587641567816e-05,98812.5760658915,106.064798148103,235.772733732711,5.30092446240344,265.403051331986,258.634221394857
"20",1969,-6.29747810999111,0.159570669629781,-1.69767338186955,263.511281981949,74.8969698913338,9.88683674952268e-06,98862.2819010417,111.165814495826,238.521135167558,5.29290832475174,267.268029087274,260.360962150633
"21",1970,12.9241976411244,3.02202606584056,4.21642508361885,261.881191992945,74.8247448085814,1.13277570622714e-05,98745.6957969961,110.663163458654,232.282112387724,5.34307813136153,265.680575289468,258.787512313488
"22",1971,6.65317145503244,-6.55218860740552,3.29746432522521,262.687682336615,75.412564654683,1.19605204227535e-05,98627.1892865795,106.433608328649,237.61572241968,5.31105765076571,266.432030433832,259.566337408021
"23",1972,-7.55702252127167,6.33621898055186,3.8941257213401,260.103965019995,76.310072551402,9.66507883548229e-06,98690.1967054264,110.015752082647,226.0447266453,5.15043266106021,264.026981619901,256.83874381605
