"","year","PC1","PC2","PC3","tas","hurs","pr","ps","rsds","rlds","sfcwind","tasmax","tasmin"
"1",1950,-8.46493975535327,2.80984274569956,-1.02310342925678,293.025955498089,72.0327390476318,4.15054630273067e-05,98943.8321414045,200.70537208011,358.16881920407,3.20466359421902,298.534257007524,288.424363870683
"2",1951,-4.75250186110948,-4.16428082817476,7.08757912744831,292.668824168969,73.462738889417,4.124228611241e-05,98983.5268946584,194.210442631984,358.087699178501,3.19633100167272,298.066443586039,288.239027044003
"3",1952,16.6951319257546,-1.79840509769793,6.29198171356475,292.575802685123,72.2513714043541,4.13710703096532e-05,98959.5117611171,195.642987000968,356.808827762231,3.1240778672721,297.98735427029,288.083059116455
"4",1953,-4.73835164626769,13.6962351382238,4.49003697039776,293.4906367966,71.1103839832893,3.7844358638507e-05,98918.451955667,195.802320368636,362.4364743843,3.24732658532074,299.032426217631,288.936826825918
"5",1954,-14.483665513516,2.90537005758305,-8.43215329199223,293.513787656441,72.5363805526766,4.24421252591264e-05,98856.3421908894,193.492121036554,364.736121850003,3.31640102496116,298.910249259105,289.006722804005
"6",1955,28.9450697948669,-0.555238425524095,-8.37345108890112,292.464314690381,73.1093595674395,4.24861481841974e-05,98915.483561551,189.908404104105,358.847190343894,3.17946018262437,297.767962010977,288.004472844254
"7",1956,49.280235349272,10.8552682279082,4.73707624461253,292.07841700225,68.7497145927909,3.34187547306533e-05,99030.4298908623,201.941924717835,349.207018870852,3.26164149695001,297.90710780212,287.196289658288
"8",1957,16.8738768270215,10.5421679656936,0.154920547467076,292.682722774348,72.4661114376176,4.38509680678421e-05,98967.1776199837,190.42450828304,359.435375288097,3.23718512135835,298.130827930641,288.171278020565
"9",1958,-26.7928460723348,3.36607030190148,-2.95454226020871,293.49823137064,73.4079241390601,4.18282746377885e-05,98875.1429467191,191.420986448607,365.179048352024,3.27444828771976,298.707157027437,289.206927913906
"10",1959,15.9934756241245,-15.0913681991812,-4.60230006950335,292.231629874339,73.4227523058976,4.70475172332638e-05,98967.8001796367,192.407832412554,356.481902215589,3.28445971451716,297.677447734841,287.747754276962
"11",1960,-10.5127387167612,2.14631610064352,6.27037661093522,293.349607058047,70.5176136157518,3.77739919409527e-05,98935.7656758406,202.309196621115,358.745263287923,3.22265592547146,299.004341837124,288.610156276479
"12",1961,-26.4366104944438,-0.16956081339211,1.43692260531652,293.54410478505,73.7615891578658,5.01886668825651e-05,98910.0920892082,191.071758179241,365.192561879851,3.35232140883448,298.853494772425,289.191088364078
"13",1962,18.8857727569133,0.336305859159165,4.17344544895463,292.44542980401,68.8298221017171,3.31179761462148e-05,99070.6219156725,205.473182032786,350.678521476961,3.1934761072705,298.268686952405,287.546611330773
"14",1963,-16.5008319725765,2.18907436681349,1.79995198369731,293.359901808865,73.5688952861794,4.85189931817937e-05,98889.8653741866,186.365511681149,364.894641338357,3.35899336813846,298.551736959925,289.113978785186
"15",1964,7.18552289399147,-8.95302418566266,6.42400544816544,292.860664946914,70.4989653895579,3.91478873151362e-05,98966.1715530098,200.027699005061,355.480877328074,3.21657239873601,298.490686180793,288.183292281343
"16",1965,1.03050215302414,-7.43268219362893,-0.112944192982794,292.832345428798,74.822800625948,5.23465546521946e-05,98906.4573108731,188.042392656239,362.236747493454,3.24933924721534,297.909758131313,288.637230200778
"17",1966,-0.772825378631466,-4.84657032708357,0.98737151471986,292.734411475457,72.3810904910404,4.51866124268056e-05,98926.1306433026,197.40463107889,357.208362902064,3.33541040720495,298.170356336747,288.229799018248
"18",1967,1.54609238644078,-1.20368310589557,-14.4878569110022,292.94336625966,72.9688538822331,4.67849693335835e-05,98925.3226511659,193.775672697452,360.754362093911,3.24964515299187,298.282948260194,288.492122294329
"19",1968,-11.0656632777249,2.87514282420563,0.886170334041887,293.630799465221,69.0423686095794,3.83543942117717e-05,98967.7490170824,200.763635366444,359.692255446295,3.22133931860231,299.401691428493,288.87537051385
"20",1969,-20.5750559806532,-3.0420414886198,-0.49570820252521,293.638062053027,69.4255135674797,3.61238609553044e-05,98872.4792231562,200.025623313258,362.012074104359,3.40989106492727,299.295991645201,288.944851161601
"21",1970,-12.0690961461286,1.9910868335104,-8.1040510595646,293.076149566055,71.6245870693645,4.4658908857553e-05,98928.5750745662,202.089415775721,358.370141416206,3.26834929687599,298.554410061454,288.473341075045
"22",1971,12.9314892404081,-3.14466871747149,-6.6026907171084,292.864196313953,72.7559575806988,4.60454088359477e-05,98950.1250508406,196.552150800792,359.082688668803,3.20165667642482,298.308786520472,288.377423135422
"23",1972,-18.0133564264432,-1.18277162935249,-6.65703573033957,293.304926609528,73.4354363894514,4.83847986392873e-05,98851.0010168113,192.898840682884,363.579086535406,3.31153487176543,298.612745107125,288.904544060763
"24",1973,17.8926763788695,-4.03657728012442,-8.52900541619118,292.329037349809,72.0951111270135,4.58077075364518e-05,99028.429568872,196.765057545163,355.269674239086,3.14963767326835,297.785588858184,287.779586361701
"25",1974,15.5176268187317,3.51565799873112,1.94765038043896,292.82090775827,71.1885382099938,4.03787460985089e-05,98969.1817380694,200.402926827718,356.140199144078,3.10589942445983,298.477986830176,288.127209644773
"26",1975,11.6485532394924,6.92966714671437,-6.06821981049938,292.799549293104,72.8188229558783,4.38538877727152e-05,98964.4191126627,196.329545589952,358.070361420803,3.2639899349523,298.192146218521,288.317176405106
"27",1976,15.2688441936379,3.31714735242592,0.498522857543215,292.585323772306,71.0870601877473,4.11576895357209e-05,98963.6639608189,198.801197010628,354.3547424846,3.21774788637223,298.208498675497,287.959300341161
"28",1977,-23.4073216463745,1.27144564428779,-3.55514801483293,293.769701777725,73.7232424390549,4.96009533554785e-05,98889.9684788503,191.638084328873,367.024490985332,3.28851317816339,299.108312511651,289.391483199312
"29",1978,-27.1074241958882,-0.0167279040626918,7.06349911441787,293.933365099859,71.5753454344909,4.28991492626744e-05,98927.111239154,198.498251064739,364.419388313873,3.15849983588734,299.416508871149,289.437829801679
"30",1979,6.5857595844767,-7.00208141965772,11.2575786693849,293.012116670091,71.7975122447645,4.09419061569345e-05,98999.8554263829,194.38836858588,359.537054761113,3.24656759503089,298.483226784398,288.639060593479
"31",1980,-12.7877885096953,1.06237285799495,4.21552436816209,293.48671386454,72.0031715277219,4.63097496377247e-05,98942.3600020336,197.986994745416,361.463110404521,3.29906186726502,298.860600469428,288.857356007342
"32",1981,-0.0649215828923171,-4.63583010350383,4.3407746959065,293.346118256741,73.3157286985319,4.26538308030042e-05,99001.1451498102,193.034113488849,362.398804505321,3.24544719320574,298.579124665829,288.890577072177
"33",1982,-31.1533212896536,0.5513386586984,-1.08504620044713,293.531292962925,74.2142675734911,4.59742446752884e-05,98928.4381270336,192.656925590333,365.036423358379,3.26064247681624,298.66544737578,289.192422266896
"34",1983,9.78050873473744,-3.75853154359857,1.4345715962638,292.869720591382,74.1174625719447,4.59455506422319e-05,98951.5992746746,192.918595585027,360.896867996183,3.24101080113533,297.941640196033,288.486735577697
"35",1984,18.3558076046548,1.25300721690344,-1.62845373804324,292.96840894455,75.0603543775976,5.08796556045553e-05,98905.3814736985,188.314562816165,364.023175353342,3.27259751410908,297.973634930857,288.762460373487
"36",1985,-9.58374791984366,6.32359982400536,-0.318779470083109,293.561433076341,74.2991782579401,4.54784431912706e-05,98940.8193126356,195.204390817506,363.7852985771,3.17599968020673,298.864470177772,289.094899473376
"37",1986,-33.6483070743166,-1.86570356236984,0.585538261366976,293.813144576265,74.224044932202,5.10199077349198e-05,98944.0320126085,194.07815641126,365.833280815737,3.30981489246683,298.999754072011,289.400338394264
"38",1987,-2.06320635467516,-9.81287097359776,4.98462723516201,293.142851657826,72.5763533337773,4.62520817175271e-05,98947.4063855748,198.521619651943,359.349312937441,3.25709950225731,298.494773153111,288.580470352007
"39",1988,18.5484618787413,2.8213176473164,0.978907884204046,292.924008913516,69.2579503255915,3.72169409919777e-05,99045.9219088937,205.170177103899,355.134355524357,3.19857453937903,298.555015514316,288.032544845614
"40",1989,-8.40720583581734,6.56338116428562,6.15749022040466,293.409637649768,71.1421262778326,3.81175172853759e-05,98999.0179467191,205.039758578816,358.281694325346,3.15601395060856,299.030507184937,288.568180440046
"41",1990,18.4028623765594,-2.86646593403086,8.12447777642414,293.132462838725,73.9195086961196,4.9428460685532e-05,99009.8625949024,192.287051087088,362.538752491717,3.26150807382745,298.424320179573,288.747122543236
"42",1991,-10.6282184112462,7.53330316613827,6.41024691911084,293.35701753364,73.6053687900369,4.65671401046653e-05,98966.1775013557,193.241950839823,363.717361615692,3.25186816627188,298.745444738425,288.885443035796
"43",1992,18.5682734044715,4.14941381758978,-0.819593312010886,292.728528268942,74.904793009065,4.86399767988368e-05,98961.5166079176,192.673879793047,360.437328280699,3.25414353311708,297.895575467521,288.364612173879
"44",1993,27.2227431868647,6.18187602323177,-4.24660506904677,293.065294443656,72.3428096564369,4.39957808169719e-05,98983.6827040401,195.196675133033,360.656137793287,3.29352736421366,298.580704231841,288.503170849186
"45",1994,-3.88909172017466,5.40598531240043,0.27334435810537,293.823417216733,71.5078244157572,4.44410794767235e-05,98969.5825142354,199.237299623303,363.515653862612,3.32128876589901,299.218250332582,289.270720442567
"46",1995,2.96287337878355,-5.25539389283012,-2.15678931121982,293.401079355765,69.5142001816094,3.84365706723812e-05,98950.5903267354,202.921530733915,359.052229213094,3.29058327824847,299.15571213596,288.635674135287
"47",1996,11.379728307033,0.0134288641151046,3.71818508660057,293.195415174108,72.3232388361933,4.49242886929084e-05,98989.1442516269,196.232648373684,361.08333218589,3.20578353032631,298.765123280424,288.676443964695
"48",1997,-18.474571225337,0.00527160443569041,1.35242517695332,294.025628344356,71.3767510370681,4.61507000353522e-05,98884.8131439805,192.58219515786,367.644897063746,3.38513231432619,299.414560777246,289.633186985769
"49",1998,-11.1074742139692,-17.1963710652732,-4.49922052018115,292.993122886939,74.805694389757,5.34844150494127e-05,99028.8615272505,187.579060221442,363.529029101457,3.24303048034552,298.117193126885,288.731093268074
"50",1999,10.6140284107163,-8.87029695879884,-3.77713546966293,293.12715873801,70.745958357209,3.9314036616628e-05,99036.2231900759,198.927524591475,360.322883655606,3.25595990463348,298.697933105998,288.517644654644
"51",2000,27.5631533839112,2.15680861515888,-1.69588340742439,293.015680673066,72.7973218657189,4.85892768923954e-05,98941.0583480206,193.458549218167,362.067769942211,3.29695534369951,298.38948896495,288.57480910957
"52",2001,-6.24906258345489,11.0908262726099,-5.67377375790071,293.783767137507,74.4531498493186,4.64154017408045e-05,98947.9930178959,190.949901721483,368.76883980509,3.2907481922762,299.021233879304,289.53897121206
"53",2002,-14.0073074674951,2.79046430805705,-9.59933250568074,293.7867609715,73.0774812594929,5.11593709092101e-05,98895.8503423265,192.964770732888,367.781815866069,3.45163561284154,299.146400037919,289.451301822952
"54",2003,-7.07374895748783,-6.29197409098335,1.1333779678938,293.528625223487,70.7000809543303,4.25602069054566e-05,98989.5130151844,204.834096217621,359.986478329739,3.32158728819866,299.227294789478,288.858985156144
"55",2004,-6.4536338007344,4.13214039107146,0.598889818751936,293.560600495907,69.5427071163815,3.33664606299381e-05,99010.0962920282,205.474553834332,359.568707447507,3.3580758677646,299.255587960531,288.830437186483
"56",2005,4.5380174187784,-8.7882740565296,-2.25987329537183,293.590758549159,70.3419908039482,3.79720328339649e-05,98988.3581209328,201.774224337166,361.676366843267,3.36201062300717,299.222104219449,288.960185549523
"57",2006,-12.3455799107391,-6.84659681139363,10.8357875674643,294.102342584904,69.7172217131178,3.78748729551722e-05,98955.1622152928,206.957500532237,362.59399486881,3.26774737684949,299.871020335696,289.425639121496
"58",2007,25.9213399432359,-4.84532923259492,-6.92355803430433,293.193750145637,71.3297730154174,4.26527953442727e-05,98956.8215157267,200.185701680545,360.36142040592,3.29043096911623,298.805981485032,288.690866135206
"59",2008,5.411215591177,5.39042019970773,2.96980525912015,293.679414364366,68.6687000216734,3.35929383307819e-05,98979.2834869848,206.238449460772,358.980838932857,3.20850977489074,299.486941389303,288.962274845148
"60",2009,-3.02362937753946,-0.919411345464866,5.91215698089046,293.81847959175,68.4804191010117,3.85999432569554e-05,98909.9011998373,205.114037304793,360.41415378794,3.31324426910624,299.665637498305,289.030356913999
"61",2010,22.4201840094515,6.94819246655802,-0.919843085161157,293.339447484875,70.0261269277709,3.78858375175013e-05,98977.7826057484,203.661640423756,358.520534622954,3.360233557457,298.996887405627,288.541619025704
"62",2011,10.860218157605,10.176290260412,-0.15198497212464,293.526920806819,70.0567371343584,3.62128876767401e-05,98967.8400894794,204.978092350825,358.88549043403,3.30087858011821,299.167981195346,288.792085064207
"63",2012,-8.43492984050249,7.10996897162947,2.11390134212319,294.274920746975,69.2607605328012,3.77361344508718e-05,98932.0929704447,206.903673846396,363.730198262312,3.33209298644821,299.985115365713,289.519511059411
"64",2013,18.68431792765,-8.43757794164964,6.53550917895242,293.66341865192,68.2862336992442,3.42116246229954e-05,99004.1402182755,209.429389374375,357.559922224529,3.30807022107139,299.448553453557,288.769223691067
"65",2014,-15.6334672284417,3.94534627523836,1.85635913598357,294.073411391252,72.8900963210232,4.77020661839359e-05,98974.5021183568,197.000469844926,366.410990750195,3.37949545186926,299.373724418193,289.681697754436
"66",2015,-39.8059065786529,-5.39971894233568,-2.85295512629137,294.179825524187,73.3441547633769,4.62318757164013e-05,98969.0348257863,192.457734842362,369.013600115662,3.26321436164177,299.421250481926,289.891544102071
"67",2016,19.4802961365016,-10.6093081174236,-1.67884688326091,293.274064997013,72.3009527707048,4.11994671847112e-05,99084.748135846,199.399914391904,360.884965544926,3.24923687126011,298.671938881698,288.768637766807
"68",2017,-29.9470318914061,6.96654545190426,-2.75175295479811,294.274414261096,71.9159192728634,4.27513938306133e-05,98959.0599579718,202.939950508565,365.492867691139,3.36525192850324,299.768961081019,289.749785582569
"69",2018,-2.44558792807796,-2.30892686005669,-2.55997154633684,293.757119135329,71.8045446515859,3.86445104879717e-05,99028.9169943059,202.475325313411,363.226143528738,3.25378232431515,299.230343766947,289.228027740942
"70",2019,-3.24389463504866,0.339760226138246,-8.65676866394211,293.912992001614,71.8127285425679,4.14373074455277e-05,99041.9921197126,201.62012602502,363.724177627398,3.3181200045567,299.418653906038,289.347767000343
"71",2020,3.26538419858456,-4.03416740804872,-1.37400552092435,294.142527615429,65.2500456356951,2.7790498447195e-05,99027.0443668655,218.95718483087,356.8140458047,3.42705962301076,300.314008203866,288.922708242421
"72",2021,5.90482020492626,3.7245722969114,5.58939263817458,293.782145270557,68.2405827536759,3.06856551666035e-05,99067.6361001898,211.233770076727,356.805430513659,3.2401288039255,299.751395467564,288.723055825058
