"","year","PC1","PC2","PC3","tas","hurs","pr","ps","rsds","rlds","sfcwind","tasmax","tasmin"
"1",1950,-38.572967711868,4.76238165725955,-11.2169350446264,262.044468970999,77.4632247997121,1.96634173662632e-05,96643.7053169431,102.684438522845,234.312204861754,2.87123200373627,265.654088863716,258.449042239799
"2",1951,29.5086406106663,-9.79224752794842,-7.47691551339012,262.98926874676,74.4167613386543,1.29049804708177e-05,96734.3336270735,109.263249654905,232.673529168441,2.81063720999171,266.72482860981,259.312992649169
"3",1952,8.15297079884536,4.62465204911301,-5.04870387237086,261.827879731237,75.1042866205152,1.34495364096584e-05,96675.6078421209,109.178406672907,230.295505035545,2.96250310543024,265.469241636737,258.21928629943
"4",1953,23.6657633125548,7.23610931333783,0.407212037111669,262.801671495483,75.5004638816508,1.32085113118463e-05,96750.4578347156,106.662922668457,232.802577260094,2.7549450928566,266.316501302855,259.394515007706
"5",1954,-3.96139896996982,8.02809204989421,0.445262030646421,263.236731130591,75.1533265606487,1.52519480347351e-05,96701.5341084123,103.990901726456,234.820926698802,2.89997668108104,266.753844086706,259.827585345083
"6",1955,-7.65166875797358,-4.6222557708368,14.1478719835024,262.47512354557,74.8968725484694,1.37686834648051e-05,96690.9130035545,108.798699698064,230.696876590964,2.84034816653808,266.204547061287,258.805749916691
"7",1956,-10.7707094903945,0.161800749377518,2.9717972460791,262.306250115706,74.0945379537429,1.35239128992744e-05,96956.0936611374,110.441124822969,230.384677456679,2.8683758167294,266.05594942355,258.579850139889
"8",1957,22.1644913195618,-10.6974476046721,5.45630517171153,263.115670067665,74.6229179852382,1.44073542309067e-05,96786.9920097749,107.1060419164,234.236951970828,2.90148383305536,266.787086175855,259.563774043802
"9",1958,-5.55881146799912,-12.3509354665539,-7.7958848871204,261.67274271165,74.5676009987203,1.2982204278427e-05,96705.5140254739,106.482611452799,228.237942027594,2.89016762423854,265.358739193017,258.117909074395
"10",1959,13.4068653062454,0.976343213181487,-1.47021135825907,263.064399292571,75.2438914873024,1.52298311606837e-05,96777.7961196682,103.52448700819,234.713809305345,2.86815446575671,266.637328031278,259.63939391222
"11",1960,-13.773726597364,9.18456930057022,0.897556768382161,262.87018528075,75.2847142657962,1.3736298763248e-05,96718.183264218,109.882162468354,233.098546553336,2.91754255871072,266.468501173263,259.252422415928
"12",1961,9.14727909764462,-6.26596605198462,3.25393247042967,262.483574889847,74.6226289794343,1.38199608429023e-05,96721.6547615521,105.622435026485,231.251189332212,2.7637638050233,266.120534801031,258.994345902719
"13",1962,-19.7006151380358,2.58769544796408,2.56974741564804,263.191845905611,76.2559070315971,1.65637821629859e-05,96716.3111300356,103.327707321384,236.522197141241,2.89449959603531,266.83248843514,259.586831751819
"14",1963,-25.0043572127416,-4.28953850063703,8.22993138172131,262.995044350285,75.8235055787868,1.50301172260443e-05,96716.479235782,106.655529293404,232.536787913535,2.76184229658678,266.644798184797,259.425357272614
"15",1964,-21.0534875134144,-7.95986833638611,-6.86174338824946,261.502034871612,75.0176454010733,1.33469285842327e-05,96748.4241484005,107.584174741049,227.626563338872,2.87167478217898,265.236368680113,257.896687700172
"16",1965,-24.8962771595733,-16.604957113355,8.93884669285082,261.976721741012,75.1172272234731,1.40295719247488e-05,96748.6378776659,107.270240291939,229.797351160999,2.88296834247372,265.637421030343,258.359345914289
"17",1966,-0.474361541349603,-0.670035174068604,-0.894738590263753,262.687415534286,75.2578683139024,1.53660381040449e-05,96700.5647734005,108.65119417742,234.15962165724,2.93218721993162,266.329420709836,259.089528898266
"18",1967,-5.26318228159981,8.27384312293478,0.570307656089462,262.726722550957,75.7955487508909,1.55737559631855e-05,96531.8823533768,101.16355410029,236.007233606131,2.87228849194061,266.193972272105,259.362095605932
"19",1968,26.0547485572575,11.5982699182192,-3.09363222333251,263.040022371844,75.9125636674782,1.52000943822601e-05,96756.6146919431,104.452357345509,234.791244796102,2.80336542536297,266.72292324265,259.478809982227
"20",1969,-10.3867225652214,16.2238327101131,-8.98659238701877,262.810102446497,74.3112580285818,1.27841260872503e-05,96672.1859152844,109.484580957494,233.86632713571,2.83000420540995,266.399750999704,259.297328959822
"21",1970,28.3847748704687,7.31319793811245,6.93058214908919,263.381812911915,74.9273952827634,1.47626829202291e-05,96736.6896030806,104.513142583043,235.805987057076,2.87438481961381,266.996272111504,259.896182149733
"22",1971,32.2293532851034,-10.1757805756213,-8.853648934632,263.154804913128,73.8273706264405,1.17296564446505e-05,96763.3849600119,111.997327188067,231.360281227437,2.7526383699399,266.951989312195,259.415224814754
"23",1972,21.6702143418381,2.46022959117262,-6.12188612338071,263.351429784693,75.7909324031306,1.57669518195594e-05,96803.1912026066,104.089634588883,236.323210715344,2.77408075875016,266.826618241586,259.970590918663
"24",1973,-4.16304742186868,-12.1438624307471,2.49820196281514,262.98190232408,74.5433689207827,1.45700789651623e-05,96528.5537766588,111.258941983047,233.339667557992,2.86670421763054,266.775220015829,259.266308058608
"25",1974,19.124210711634,11.974546778903,5.48795932820689,262.449554414433,74.4351445564161,1.18297295372221e-05,96978.9998222749,107.920658990218,230.670120919033,2.80235722980228,266.009626343352,259.063579179664
"26",1975,2.35340688660958,5.44637663678348,-0.825965123362006,263.498864832874,75.7215451570484,1.51467029863162e-05,96681.7178169431,102.693006412452,236.094023356505,2.74793923070645,267.073155610143,260.068836042214
"27",1976,12.2382792525396,4.05128266278952,1.52358698390626,261.593002536286,74.5573803219185,1.16854023531771e-05,96760.1963270142,108.338342625044,227.335971937134,2.75187921817834,265.278222974443,258.088450557474
"28",1977,4.09935336766615,9.45175352891369,3.15290402827759,262.469359657324,75.8783279852845,1.58991550310348e-05,96660.5665210308,104.392108508648,233.720619353525,2.8908292138746,266.04021797361,259.028650119293
"29",1978,-3.52192912288497,7.41567776083799,-2.8120646583459,262.958394329921,76.0727180372482,1.53856927699014e-05,96552.4866409953,102.832112982149,235.8498158821,2.82214938430425,266.449681836169,259.583662638732
"30",1979,-7.92710343077824,-6.28268522059737,-11.481225797124,262.115052744789,75.5517204103877,1.56622692091298e-05,96646.4409952607,101.962943763191,232.772531576292,2.90946519973719,265.63022926656,258.7081388356
"31",1980,5.21333828674496,-8.97411092118452,-0.760815037403761,262.440712387302,74.7869456720578,1.28926748363798e-05,96897.0338122038,105.764424603358,231.279534593917,2.81488716839614,266.153616347471,258.892605518504
"32",1981,12.8796169806157,-7.36499406796188,6.32316189234335,263.567678153232,74.995862344317,1.51133908669771e-05,96675.553924763,106.113050892907,236.37468122871,2.8912571666365,267.292503494335,259.982658552559
"33",1982,23.4385614052614,-10.0375181631776,-5.21833497518187,262.498178259682,74.3358285479071,1.48167778598945e-05,96761.9115447275,109.426448406201,232.611858436621,2.87778474764801,266.154587616401,258.945366592769
"34",1983,2.24614189642558,-18.2156633981394,-10.7012363283953,263.103136830985,74.4394634445697,1.27717460479561e-05,96814.1521030806,108.653956661857,233.125742025511,2.80372838420326,266.862417819489,259.485503137959
"35",1984,9.23365709690426,5.75089487720532,-2.03644114618059,262.603590342445,75.2288066195086,1.72071300275744e-05,96838.4224452014,100.327736790372,234.144741372927,2.88627695167234,266.229334161406,259.161943524257
"36",1985,-21.5636363278324,-1.38713135391247,-6.67809799536711,262.893584539766,75.2769134810751,1.52666605529345e-05,96804.9503184242,108.527841620423,234.300032961877,2.92837436040996,266.495640296394,259.415456169815
"37",1986,-18.9442983494999,-4.62476782819783,14.061423773137,262.978882125204,75.2801923923583,1.45871785616907e-05,96760.1064129147,106.272877936341,234.353627368511,2.79471022574258,266.581291393985,259.515370387941
"38",1987,-19.2221748476953,11.7579304421486,-0.636321472116608,261.283042813703,74.7302938235315,1.38343638372096e-05,96686.8563462678,108.130947810892,228.187902137793,2.83531685417862,264.814098571488,257.896375075788
"39",1988,-12.1936101147618,-11.3378041814793,11.8236492504959,263.09480969759,74.4925954954319,1.29048447009314e-05,96703.7096563981,106.429434789865,233.651977437819,2.86683338253419,266.85134899266,259.524316507493
"40",1989,4.15172478830117,-11.009863013803,-0.990075232800001,263.403309667506,75.3840950843847,1.69907128723012e-05,96648.5679428318,107.149251003175,236.628220023928,2.82041638993539,267.22839583989,259.749798179012
"41",1990,3.31856669245389,-0.0713413690766174,-12.6633106156145,263.085910222203,75.5379000840029,1.77017318888847e-05,96656.3797467417,100.783378210565,235.628282462025,2.87048957845046,266.714701807103,259.643524676138
"42",1991,5.93475506232459,3.16533665495119,15.7183822264473,264.029381745686,74.4329123546727,1.11939081296579e-05,96791.9582790284,112.349638793367,236.943615404463,2.74756976450789,267.734088771151,260.444019104293
"43",1992,-16.4197883708159,-4.57781277714888,1.91262826997127,262.046502714473,74.5892438698719,1.35117659703688e-05,96710.681042654,105.122630324522,229.161369244182,2.8314660899447,265.728376025159,258.521425321317
"44",1993,-17.5219710311598,-12.4876624168659,-3.37318778622221,262.07155802216,73.9618868859458,1.26915136568736e-05,96716.1212603673,108.020951452752,229.418187493058,2.8046182241485,265.736751755267,258.487962767976
"45",1994,4.56056137021344,-23.8297390145518,8.16140496112202,262.912499218981,74.4457309813296,1.39445453564868e-05,96778.0341602488,105.961863976067,232.370820451348,2.81937259655993,266.621890099693,259.302141336016
"46",1995,22.6155111798284,1.1921797306672,-3.54282604335364,264.346696638496,76.0240021909018,1.40675870687774e-05,96815.8186537322,102.27431557461,239.678885364984,2.6989420476118,267.890196134016,260.894030631549
"47",1996,16.0511114932967,11.8722403107078,11.3410073825625,263.843354920301,76.1719967955097,1.80567082244422e-05,96766.1906990521,101.489677089311,239.191622375199,2.95574337215785,267.370579348017,260.488871728978
"48",1997,-17.9598142152333,17.9849442462906,4.85619260959082,263.431645571451,75.9082042459063,1.43248604540941e-05,96700.6015402844,104.098598411524,237.433047875861,2.83829144550161,266.794574987041,260.205648586761
"49",1998,-62.2773450495657,-3.42927480845062,-3.00174541992518,261.907985047254,75.035712168906,1.61749523328766e-05,96636.1808871446,106.699125844946,230.339542652871,2.95578925044616,265.285411700931,258.61042367655
"50",1999,-13.5352342331538,12.1188150493499,10.6227529945737,261.521455043413,74.2980950812028,1.30886354812151e-05,96760.2420245853,106.880985321479,227.137940725896,2.78578523403095,264.961542297653,258.187110560991
"51",2000,-12.1558948018401,10.280779863126,0.647786467441607,263.479164564666,74.6604019743571,1.48456514946559e-05,96764.8102562204,105.436198164953,234.123094025381,3.09408022781119,266.960739670885,260.139957012158
"52",2001,-23.8837179562738,18.9122107598522,-4.86509202210183,262.900932738679,75.1065817665715,1.40599361976193e-05,96706.7980450237,107.923837931122,233.464783886372,2.88957609531439,266.31289805914,259.592934573205
"53",2002,5.90804536328137,10.2254494741881,8.35494492707463,263.890348750833,75.266965444845,1.38620178408691e-05,96730.339862263,107.58721739421,237.129455754429,2.92180328312643,267.33848587687,260.585811423351
"54",2003,29.8913017561011,-2.07246107896083,7.13992471757982,264.557357571136,75.8260432889676,1.39040321382752e-05,96645.7594934834,106.665446313072,240.09992460278,2.80544599232515,268.146586457022,261.081173344472
"55",2004,-0.377869458590166,2.76074845403838,-8.23774657066002,263.303476371584,75.3221263867419,1.5193838465627e-05,96728.6731857227,100.707840645596,235.93433052533,2.88543669702882,266.6653338247,260.099132649932
"56",2005,8.0611490447743,-8.00305796169057,-11.9369775799054,264.010114103923,74.4625352904695,1.38092058210678e-05,96883.4807538507,105.238578196159,235.264294867493,2.83412750998944,267.583310760932,260.501377601081
